&Data
  Name = "datlhec760ncep_sat_random" 
  Reaction = "NC e+-p"
  NData =   62
  NColumn =   19
  ColumnType = 6*"Bin","Sigma", 12*"Error"
  ColumnName = "Q2","x","y","thetae","thetaj","f2","Sigma","ignore","stat","uncor","ignore","total","eelen","ethee","ehadr","radco","egamp","effic","enois"
  NInfo =  4
  CInfo = "sqrt(S)", "e charge", "reduced", "e polarity"
  DataInfo =     0.1296E+04,   -0.1000E+01,    0.1000E+01,    0.0800E+01,
  IndexDataset =   1007
  Percent = 12*true
&End
&PlotDesc
   PlotN = 18
   PlotDefColumn = 'Q2'
   PlotDefValue = 1.0, 3.0, 7.0, 15.0, 35.0, 75.0, 150.0, 350.0, 750.0, 1500.0, 3500.0, 7500.0, 15000.0, 35000.0, 75000.0, 150000.0, 350000.0, 750000.0, 1500000.0
   PlotVarColumn = 'x'
   PlotOptions(1)  = 'Experiment:datlhec760ncep@ExtraLabel:e^{-}p #rightarrow e^{-}X (NC) @XTitle: x @YTitle: #sigma_{red}  @Title:Q^{2} = 2 @Xlog'
   PlotOptions(2)  = 'Experiment:datlhec760ncep@ExtraLabel:e^{-}p #rightarrow e^{-}X (NC) @XTitle: x @YTitle: #sigma_{red}  @Title:Q^{2} = 5 @Xlog'
   PlotOptions(3)  = 'Experiment:datlhec760ncep@ExtraLabel:e^{-}p #rightarrow e^{-}X (NC) @XTitle: x @YTitle: #sigma_{red}  @Title:Q^{2} = 10 @Xlog'
   PlotOptions(4)  = 'Experiment:datlhec760ncep@ExtraLabel:e^{-}p #rightarrow e^{-}X (NC) @XTitle: x @YTitle: #sigma_{red}  @Title:Q^{2} = 20 @Xlog'
   PlotOptions(5)  = 'Experiment:datlhec760ncep@ExtraLabel:e^{-}p #rightarrow e^{-}X (NC) @XTitle: x @YTitle: #sigma_{red}  @Title:Q^{2} = 50 @Xlog'
   PlotOptions(6)  = 'Experiment:datlhec760ncep@ExtraLabel:e^{-}p #rightarrow e^{-}X (NC) @XTitle: x @YTitle: #sigma_{red}  @Title:Q^{2} = 100 @Xlog'
   PlotOptions(7)  = 'Experiment:datlhec760ncep@ExtraLabel:e^{-}p #rightarrow e^{-}X (NC) @XTitle: x @YTitle: #sigma_{red}  @Title:Q^{2} = 200 @Xlog'
   PlotOptions(8)  = 'Experiment:datlhec760ncep@ExtraLabel:e^{-}p #rightarrow e^{-}X (NC) @XTitle: x @YTitle: #sigma_{red}  @Title:Q^{2} = 500 @Xlog'
   PlotOptions(9)  = 'Experiment:datlhec760ncep@ExtraLabel:e^{-}p #rightarrow e^{-}X (NC) @XTitle: x @YTitle: #sigma_{red}  @Title:Q^{2} = 1000 @Xlog'
   PlotOptions(10)  = 'Experiment:datlhec760ncep@ExtraLabel:e^{-}p #rightarrow e^{-}X (NC) @XTitle: x @YTitle: #sigma_{red}  @Title:Q^{2} = 2000 @Xlog'
   PlotOptions(11)  = 'Experiment:datlhec760ncep@ExtraLabel:e^{-}p #rightarrow e^{-}X (NC) @XTitle: x @YTitle: #sigma_{red}  @Title:Q^{2} = 5000 @Xlog'
   PlotOptions(12)  = 'Experiment:datlhec760ncep@ExtraLabel:e^{-}p #rightarrow e^{-}X (NC) @XTitle: x @YTitle: #sigma_{red}  @Title:Q^{2} = 10000 @Xlog'
   PlotOptions(13)  = 'Experiment:datlhec760ncep@ExtraLabel:e^{-}p #rightarrow e^{-}X (NC) @XTitle: x @YTitle: #sigma_{red}  @Title:Q^{2} = 20000 @Xlog'
   PlotOptions(14)  = 'Experiment:datlhec760ncep@ExtraLabel:e^{-}p #rightarrow e^{-}X (NC) @XTitle: x @YTitle: #sigma_{red}  @Title:Q^{2} = 50000 @Xlog'
   PlotOptions(15)  = 'Experiment:datlhec760ncep@ExtraLabel:e^{-}p #rightarrow e^{-}X (NC) @XTitle: x @YTitle: #sigma_{red}  @Title:Q^{2} = 100000 @Xlog'
   PlotOptions(16)  = 'Experiment:datlhec760ncep@ExtraLabel:e^{-}p #rightarrow e^{-}X (NC) @XTitle: x @YTitle: #sigma_{red}  @Title:Q^{2} = 200000 @Xlog'
   PlotOptions(17)  = 'Experiment:datlhec760ncep@ExtraLabel:e^{-}p #rightarrow e^{-}X (NC) @XTitle: x @YTitle: #sigma_{red}  @Title:Q^{2} = 500000 @Xlog'
   PlotOptions(18)  = 'Experiment:datlhec760ncep@ExtraLabel:e^{-}p #rightarrow e^{-}X (NC) @XTitle: x @YTitle: #sigma_{red}  @Title:Q^{2} = 1000000 @Xlog'
&End
*    q2    x    y    thetae    thetaj    f2    sigrNC    nevent    estat    eunco    esyst    etot    eelen    ethee    ehadr    radco    egamp    effic    enois
   2.00000.   2.00000e-06   0.595200   177.900   1.40000   1.27294   1.17712   4.50000e+10   0.100000   0.500000   1.19000   1.29000   0.0500000   0.270000   0.0700000   0.300000   1.00000   0.500000   0.00000
   2.00000.   5.00000e-06   0.238100   178.500   4.90000   1.13124   1.11423   3.40000e+10   0.100000   0.500000   0.780000   0.920000   0.0600000   0.500000   0.0700000   0.300000   0.00000   0.500000   0.00000
   2.00000.   8.50000e-06   0.140100   178.500   8.90000   1.05429   1.04619   1.30000e+10   0.100000   0.500000   0.840000   0.980000   0.0700000   0.600000   0.100000   0.300000   0.00000   0.500000   0.00000
   2.00000.   2.00000e-05   0.0595000   178.600   21.7000   0.938113   0.931631   3.50000e+10   0.100000   0.500000   0.900000   1.03000   0.0800000   0.680000   0.100000   0.300000   0.00000   0.500000   0.00000
   2.00000.   5.00000e-05   0.0238000   178.600   52.1000   0.823391   0.817280   2.20000e+10   0.100000   0.500000   0.950000   1.08000   0.0800000   0.740000   0.100000   0.300000   0.00000   0.500000   0.00000
   2.00000.   8.50000e-05   0.0140000   178.600   79.8000   0.761100   0.771391   8.40000e+09   0.100000   0.500000   0.970000   1.09000   0.0900000   0.770000   0.0900000   0.300000   0.00000   0.500000   0.00000
   2.00000.   0.000200000   0.00600000   178.600   126.300   0.666657   0.677431   2.20000e+10   0.100000   0.500000   1.98000   2.04000   0.0900000   0.790000   0.0900000   0.300000   0.00000   0.500000   1.71000
   2.00000.   0.000500000   0.00240000   178.600   157.100   0.573113   0.552976   1.50000e+10   0.100000   0.500000   2.24000   2.29000   0.0900000   0.800000   0.0800000   0.300000   0.00000   0.500000   2.00000
   2.00000.   0.000850000   0.00140000   178.600   166.400   0.522265   0.514106   4.90000e+09   0.100000   0.500000   2.38000   2.43000   0.0900000   0.780000   0.0800000   0.300000   0.00000   0.500000   2.17000
   5.00000.   5.00000e-06   0.595200   176.600   2.30000   1.89947   1.77658   2.40000e+10   0.100000   0.500000   1.20000   1.30000   0.0800000   0.320000   0.0600000   0.300000   1.00000   0.500000   0.00000
   5.00000.   8.50000e-06   0.350100   177.400   4.90000   1.74291   1.72428   1.10000e+10   0.100000   0.500000   0.700000   0.860000   0.0800000   0.370000   0.0600000   0.300000   0.00000   0.500000   0.00000
   5.00000.   2.00000e-05   0.148800   177.700   13.2000   1.51219   1.49937   2.90000e+10   0.100000   0.500000   0.710000   0.870000   0.0700000   0.390000   0.0900000   0.300000   0.00000   0.500000   0.00000
   5.00000.   5.00000e-05   0.0595000   177.800   33.8000   1.29166   1.27862   1.80000e+10   0.100000   0.500000   0.720000   0.870000   0.0700000   0.400000   0.110000   0.300000   0.00000   0.500000   0.00000
   5.00000.   8.50000e-05   0.0350000   177.800   55.2000   1.17526   1.18603   6.80000e+09   0.100000   0.500000   0.720000   0.880000   0.0700000   0.410000   0.110000   0.300000   0.00000   0.500000   0.00000
   5.00000.   0.000200000   0.0149000   177.800   102.400   1.00360   1.01526   1.80000e+10   0.100000   0.500000   0.730000   0.880000   0.0700000   0.420000   0.100000   0.300000   0.00000   0.500000   0.00000
   5.00000.   0.000500000   0.00600000   177.900   144.500   0.839699   0.834620   1.10000e+10   0.100000   0.500000   1.87000   1.93000   0.0800000   0.440000   0.100000   0.300000   0.00000   0.500000   1.71000
   5.00000.   0.000850000   0.00350000   177.900   158.700   0.753353   0.753422   4.20000e+09   0.100000   0.500000   2.02000   2.09000   0.0800000   0.460000   0.100000   0.300000   0.00000   0.500000   1.88000
   5.00000.   0.00200000   0.00150000   177.900   170.900   0.626053   0.634237   1.00000e+10   0.100000   0.500000   2.28000   2.33000   0.0800000   0.470000   0.0900000   0.300000   0.00000   0.500000   2.15000
   10.0000.   8.50000e-06   0.700300   174.500   2.40000   2.46814   2.26843   3.40000e+09   0.100000   0.500000   1.18000   1.28000   0.0900000   0.190000   0.0400000   0.300000   1.00000   0.500000   0.00000
   10.0000.   2.00000e-05   0.297600   176.400   8.50000   2.10071   2.09307   9.90000e+09   0.100000   0.500000   0.650000   0.820000   0.0800000   0.270000   0.0300000   0.300000   0.00000   0.500000   0.00000
   10.0000.   5.00000e-05   0.119000   176.800   23.5000   1.75808   1.77077   6.90000e+09   0.100000   0.500000   0.660000   0.830000   0.0800000   0.290000   0.0900000   0.300000   0.00000   0.500000   0.00000
   10.0000.   8.50000e-05   0.0700000   176.900   39.9000   1.58101   1.56123   2.60000e+09   0.100000   0.500000   0.670000   0.840000   0.0800000   0.300000   0.100000   0.300000   0.00000   0.500000   0.00000
   10.0000.   0.000200000   0.0298000   176.900   82.2000   1.32511   1.31250   6.70000e+09   0.100000   0.500000   0.680000   0.840000   0.0800000   0.310000   0.110000   0.300000   0.00000   0.500000   0.00000
   10.0000.   0.000500000   0.0119000   177.000   131.100   1.08713   1.08206   4.10000e+09   0.100000   0.500000   0.690000   0.850000   0.0900000   0.330000   0.120000   0.300000   0.00000   0.500000   0.00000
   10.0000.   0.000850000   0.00700000   177.000   150.100   0.964488   0.966857   1.50000e+09   0.100000   0.500000   1.80000   1.87000   0.0900000   0.340000   0.120000   0.300000   0.00000   0.500000   1.66000
   10.0000.   0.00200000   0.00300000   177.000   167.100   0.787455   0.773449   3.90000e+09   0.100000   0.500000   2.05000   2.11000   0.0900000   0.360000   0.120000   0.300000   0.00000   0.500000   1.93000
   10.0000.   0.00500000   0.00120000   177.000   174.800   0.622201   0.613195   1.70000e+09   0.100000   0.500000   2.33000   2.38000   0.100000   0.370000   0.110000   0.300000   0.00000   0.500000   2.22000
   20.0000.   2.00000e-05   0.595200   173.300   4.60000   2.84638   2.66829   6.80000e+09   0.100000   0.500000   1.17000   1.27000   0.0900000   0.160000   0.0100000   0.300000   1.00000   0.500000   0.00000
   20.0000.   5.00000e-05   0.238100   175.100   15.6000   2.33384   2.33087   5.70000e+09   0.100000   0.500000   0.630000   0.800000   0.0900000   0.220000   0.0400000   0.300000   0.00000   0.500000   0.00000
   20.0000.   8.50000e-05   0.140100   175.400   27.7000   2.07425   2.05626   2.20000e+09   0.100000   0.500000   0.640000   0.810000   0.0900000   0.230000   0.0900000   0.300000   0.00000   0.500000   0.00000
   20.0000.   0.000200000   0.0595000   175.600   62.5000   1.70623   1.67260   5.90000e+09   0.100000   0.500000   0.650000   0.820000   0.0900000   0.240000   0.110000   0.300000   0.00000   0.500000   0.00000
   20.0000.   0.000500000   0.0238000   175.700   114.200   1.37246   1.37859   3.60000e+09   0.100000   0.500000   0.660000   0.830000   0.0900000   0.260000   0.130000   0.300000   0.00000   0.500000   0.00000
   20.0000.   0.000850000   0.0140000   175.700   138.500   1.20401   1.18291   1.30000e+09   0.100000   0.500000   0.660000   0.830000   0.100000   0.270000   0.130000   0.300000   0.00000   0.500000   0.00000
